accession,not_gii,duplicated,ambiguous,missing_required_region
OP210733.1,False,False,False,True
OP210734.1,False,False,False,True
OP210735.1,False,False,False,True
OP210736.1,False,False,False,True
OP210737.1,False,False,False,True
OP210738.1,False,False,False,True
OP210739.1,False,False,False,True
OP210740.1,False,False,False,True
OP210741.1,False,False,False,True
OP210742.1,False,False,False,True
OP210743.1,False,False,False,True
OP210744.1,False,False,False,True
OP210745.1,False,False,False,True
OP210746.1,False,False,False,True
OP210747.1,False,False,False,True
OP210748.1,False,False,False,True
OP210749.1,False,False,False,True
OP210750.1,False,False,False,True
OP210751.1,False,False,False,True
OP210752.1,False,False,False,True
OP210753.1,False,False,False,True
OP210754.1,False,False,False,True
OP615097.1,True,False,False,False
OP615098.1,True,False,False,False
OP615099.1,True,False,False,False
OP649636.1,True,False,False,False
OP649637.1,True,False,False,False
OP669384.1,True,False,False,False
OP692718.1,True,False,False,False
OP692719.1,True,False,False,False
OP692720.1,True,False,False,False
OP692721.1,True,False,False,False
OP692722.1,True,False,False,False
OP692723.1,True,False,False,False
OP692724.1,True,False,False,False
OP709668.1,True,False,False,False
OP709669.1,True,False,False,False
OP709670.1,True,False,False,False
OP709671.1,True,False,False,False
OP709672.1,True,False,False,False
OP709673.1,True,False,False,False
OP709674.1,True,False,False,False
OP709675.1,True,False,False,False
OP709676.1,True,False,False,False
OP709677.1,True,False,False,False
OP723153.1,True,False,False,False
OP723154.1,True,False,False,False
OP723155.1,True,False,False,False
OP723156.1,True,False,False,False
OP746072.1,True,False,False,False
OP746073.1,True,False,False,False
OP746074.1,True,False,False,False
OP746075.1,True,False,False,False
OP746076.1,True,False,False,False
OP746077.1,True,False,False,False
OP746078.1,True,False,False,False
OP746079.1,True,False,False,False
OP746080.1,True,False,False,False
OP746081.1,True,False,False,False
OP746082.1,True,False,False,False
OP746083.1,True,False,False,False
OP746084.1,True,False,False,False
OP746085.1,True,False,False,False
OP746086.1,True,False,False,False
OP746087.1,True,False,False,False
OP746088.1,True,False,False,False
OP746089.1,True,False,False,False
OP746090.1,True,False,False,False
OP746091.1,True,False,False,False
OP746092.1,True,False,False,False
OP746093.1,True,False,False,False
OP746094.1,True,False,False,False
OP746095.1,True,False,False,False
OP746096.1,True,False,False,False
OP746097.1,True,False,False,False
OP746098.1,True,False,False,False
OP746099.1,True,False,False,False
OP746100.1,True,False,False,False
OP746101.1,True,False,False,False
OP746102.1,True,False,False,False
OP746103.1,True,False,False,False
OP746104.1,True,False,False,False
OP746105.1,True,False,False,False
OP746106.1,True,False,False,False
OP746107.1,True,False,False,False
OP746108.1,True,False,False,False
OP746109.1,True,False,False,False
OP746110.1,True,False,False,False
OP746111.1,True,False,False,False
OP746112.1,True,False,False,False
OP746113.1,True,False,False,False
OP746114.1,True,False,False,False
OP746115.1,True,False,False,False
OP746116.1,True,False,False,False
OP746117.1,True,False,False,False
OP746118.1,True,False,False,False
OP746119.1,True,False,False,False
OP746120.1,True,False,False,False
OP746121.1,True,False,False,False
OP746122.1,True,False,False,False
OP746123.1,True,False,False,False
OP746124.1,True,False,False,False
OP746125.1,True,False,False,False
OP746126.1,True,False,False,False
OP746127.1,True,False,False,False
OP746128.1,True,False,False,False
OP746129.1,True,False,False,False
OP746130.1,True,False,False,False
OP746131.1,True,False,False,False
OP746132.1,True,False,False,False
OP746133.1,True,False,False,False
OP746134.1,True,False,False,False
OP746135.1,True,False,False,False
OP746136.1,True,False,False,False
OP746137.1,True,False,False,False
OP746138.1,True,False,False,False
OP746139.1,True,False,False,False
OP746140.1,True,False,False,False
OP746141.1,True,False,False,False
OP746142.1,True,False,False,False
OP746143.1,True,False,False,False
OP746144.1,True,False,False,False
OP746145.1,True,False,False,False
OP746146.1,True,False,False,False
OP746147.1,True,False,False,False
OP746148.1,True,False,False,False
OP746149.1,True,False,False,False
OP746150.1,True,False,False,False
OP746151.1,True,False,False,False
OP746152.1,True,False,False,False
OP746153.1,True,False,False,False
OP746154.1,True,False,False,False
OP746155.1,True,False,False,False
OP746156.1,True,False,False,False
OP746157.1,True,False,False,False
OP746158.1,True,False,False,False
OP746159.1,True,False,False,False
OP746160.1,True,False,False,False
OP746161.1,True,False,False,False
OP746162.1,True,False,False,False
OP746163.1,True,False,False,False
OP746164.1,True,False,False,False
OP746165.1,True,False,False,False
OP746166.1,True,False,False,False
OP746167.1,True,False,False,False
OP746168.1,True,False,False,False
OP746169.1,True,False,False,False
OP746170.1,True,False,False,False
OP746171.1,True,False,False,False
OP746172.1,True,False,False,False
OP746173.1,True,False,False,False
OP746174.1,True,False,False,False
OP746175.1,True,False,False,False
OP746176.1,True,False,False,False
OP746177.1,True,False,False,False
OP746178.1,True,False,False,False
OP746179.1,True,False,False,False
OP746180.1,True,False,False,False
OP746181.1,True,False,False,False
OP746182.1,True,False,False,False
OP746183.1,True,False,False,False
OP746184.1,True,False,False,False
OP746185.1,True,False,False,False
OP746186.1,True,False,False,False
OP746187.1,True,False,False,False
OP746188.1,True,False,False,False
OP746189.1,True,False,False,False
OP746190.1,True,False,False,False
OP746191.1,True,False,False,False
OP746192.1,True,False,False,False
OP746193.1,True,False,False,False
OP746194.1,True,False,False,False
OP746195.1,True,False,False,False
OP746196.1,True,False,False,False
OP746197.1,True,False,False,False
OP746198.1,True,False,False,False
OP746199.1,True,False,False,False
OP746200.1,True,False,False,False
OP746201.1,True,False,False,False
OP746202.1,True,False,False,False
OP746203.1,True,False,False,False
OP746204.1,True,False,False,False
OP746205.1,True,False,False,False
OP746206.1,True,False,False,False
OP746207.1,True,False,False,False
OP746208.1,True,False,False,False
OP746209.1,True,False,False,False
OP746210.1,True,False,False,False
OP746211.1,True,False,False,False
OP746212.1,True,False,False,False
OP746213.1,True,False,False,False
OP746214.1,True,False,False,False
OP746215.1,True,False,False,False
OP746216.1,True,False,False,False
OP746217.1,True,False,False,False
OP746218.1,True,False,False,False
OP746219.1,True,False,False,False
OP746220.1,True,False,False,False
OP746221.1,True,False,False,False
OP746222.1,True,False,False,False
OP746223.1,True,False,False,False
OP746224.1,True,False,False,False
OP746225.1,True,False,False,False
OP746226.1,True,False,False,False
OP746227.1,True,False,False,False
OP746228.1,True,False,False,False
OP746229.1,True,False,False,False
OP746230.1,True,False,False,False
OP746231.1,True,False,False,False
OP746232.1,True,False,False,False
OP746233.1,True,False,False,False
OP746234.1,True,False,False,False
OP746235.1,True,False,False,False
OP746236.1,True,False,False,False
OP746237.1,True,False,False,False
OP746238.1,True,False,False,False
OP746239.1,True,False,False,False
OP746240.1,True,False,False,False
OP746241.1,True,False,False,False
OP746242.1,True,False,False,False
OP746243.1,True,False,False,False
OP746244.1,True,False,False,False
OP746245.1,True,False,False,False
OP746246.1,True,False,False,False
OP746247.1,True,False,False,False
OP746248.1,True,False,False,False
OP746249.1,True,False,False,False
OP746250.1,True,False,False,False
OP746251.1,True,False,False,False
OP746252.1,True,False,False,False
OP746253.1,True,False,False,False
OP746254.1,True,False,False,False
OP746255.1,True,False,False,False
OP746256.1,True,False,False,False
OP746257.1,True,False,False,False
OP746258.1,True,False,False,False
OP746259.1,True,False,False,False
OP746260.1,True,False,False,False
OP746261.1,True,False,False,False
OP746262.1,True,False,False,False
OP746263.1,True,False,False,False
OP746264.1,True,False,False,False
OP746265.1,True,False,False,False
OP746266.1,True,False,False,False
OP746267.1,True,False,False,False
OP746268.1,True,False,False,False
OP746269.1,True,False,False,False
OP746270.1,True,False,False,False
OP746271.1,True,False,False,False
OP746272.1,True,False,False,False
OP746273.1,True,False,False,False
OP746274.1,True,False,False,False
OP746275.1,True,False,False,False
OP746276.1,True,False,False,False
OP746277.1,True,False,False,False
OP746278.1,True,False,False,False
OP746279.1,True,False,False,False
OP746280.1,True,False,False,False
OP746281.1,True,False,False,False
OP746282.1,True,False,False,False
OP746283.1,True,False,False,False
OP746284.1,True,False,False,False
OP746285.1,True,False,False,False
OP746286.1,True,False,False,False
OP746287.1,True,False,False,False
OP746288.1,True,False,False,False
OP746289.1,True,False,False,False
OP746290.1,True,False,False,False
OP746291.1,True,False,False,False
OP746292.1,True,False,False,False
OP746293.1,True,False,False,False
OP746294.1,True,False,False,False
OP746295.1,True,False,False,False
OP746296.1,True,False,False,False
OP746297.1,True,False,False,False
OP746298.1,True,False,False,False
OP746299.1,True,False,False,False
OP746300.1,True,False,False,False
OP746301.1,True,False,False,False
OP746302.1,True,False,False,False
OP746303.1,True,False,False,False
OP746304.1,True,False,False,False
OP746305.1,True,False,False,False
OP746306.1,True,False,False,False
OP746307.1,True,False,False,False
OP746308.1,True,False,False,False
OP746309.1,True,False,False,False
OP746310.1,True,False,False,False
OP746311.1,True,False,False,False
OP746312.1,True,False,False,False
OP746313.1,True,False,False,False
OP746314.1,True,False,False,False
OP746315.1,True,False,False,False
OP746316.1,True,False,False,False
OP746317.1,True,False,False,False
OP746318.1,True,False,False,False
OP746319.1,True,False,False,False
OP746320.1,True,False,False,False
OP746321.1,True,False,False,False
OP746322.1,True,False,False,False
OP746323.1,True,False,False,False
OP746324.1,True,False,False,False
OP746325.1,True,False,False,False
OP746326.1,True,False,False,False
OP746327.1,True,False,False,False
OP746328.1,True,False,False,False
OP746329.1,True,False,False,False
OP746330.1,True,False,False,False
OP746331.1,True,False,False,False
OP746332.1,True,False,False,False
OP746333.1,True,False,False,False
OP746334.1,True,False,False,False
OP746335.1,True,False,False,False
OP746336.1,True,False,False,False
OP746337.1,True,False,False,False
OP746338.1,True,False,False,False
OP746339.1,True,False,False,False
OP746340.1,True,False,False,False
OP746341.1,True,False,False,False
OP746342.1,True,False,False,False
OP746343.1,True,False,False,False
OP746344.1,True,False,False,False
OP746345.1,True,False,False,False
OP746346.1,True,False,False,False
OP746347.1,True,False,False,False
OP746348.1,True,False,False,False
OP746349.1,True,False,False,False
OP746350.1,True,False,False,False
OP746351.1,True,False,False,False
OP746352.1,True,False,False,False
OP746353.1,True,False,False,False
OP746354.1,True,False,False,False
OP746355.1,True,False,False,False
OP746356.1,True,False,False,False
OP746357.1,True,False,False,False
OP746358.1,True,False,False,False
OP746359.1,True,False,False,False
OP746360.1,True,False,False,False
OP746361.1,True,False,False,False
OP746362.1,True,False,False,False
OP746363.1,True,False,False,False
OP746364.1,True,False,False,False
OP746365.1,True,False,False,False
OP746366.1,True,False,False,False
OP746367.1,True,False,False,False
OP746368.1,True,False,False,False
OP746369.1,True,False,False,False
OP746370.1,True,False,False,False
OP746371.1,True,False,False,False
OP746372.1,True,False,False,False
OP746373.1,True,False,False,False
OP746374.1,True,False,False,False
OP746375.1,True,False,False,False
OP746376.1,True,False,False,False
OP746377.1,True,False,False,False
OP746378.1,True,False,False,False
OP746379.1,True,False,False,False
OP746380.1,True,False,False,False
OP746381.1,True,False,False,False
OP746382.1,True,False,False,False
OP746383.1,True,False,False,False
OP746384.1,True,False,False,False
OP746385.1,True,False,False,False
OP746386.1,True,False,False,False
OP746387.1,True,False,False,False
OP746388.1,True,False,False,False
OP746389.1,True,False,False,False
OP746390.1,True,False,False,False
OP746391.1,True,False,False,False
OP746392.1,True,False,False,False
OP746393.1,True,False,False,False
OP746394.1,True,False,False,False
OP746395.1,True,False,False,False
OP746396.1,True,False,False,False
OP746397.1,True,False,False,False
OP746398.1,True,False,False,False
OP746399.1,True,False,False,False
OP746400.1,True,False,False,False
OP746401.1,True,False,False,False
OP746402.1,True,False,False,False
OP746403.1,True,False,False,False
OP746404.1,True,False,False,False
OP746405.1,True,False,False,False
OP746406.1,True,False,False,False
OP746407.1,True,False,False,False
OP746408.1,True,False,False,False
OP746409.1,True,False,False,False
OP746410.1,True,False,False,False
OP746411.1,True,False,False,False
OP746412.1,True,False,False,False
OP746413.1,True,False,False,False
OP746414.1,True,False,False,False
OP746415.1,True,False,False,False
OP746416.1,True,False,False,False
OP746417.1,True,False,False,False
OP746418.1,True,False,False,False
OP746419.1,True,False,False,False
OP746420.1,True,False,False,False
OP746421.1,True,False,False,False
OP746422.1,True,False,False,False
OP746423.1,True,False,False,False
OP746424.1,True,False,False,False
OP746425.1,True,False,False,False
OP746426.1,True,False,False,False
OP746427.1,True,False,False,False
OP746428.1,True,False,False,False
OP746429.1,True,False,False,False
OP746430.1,True,False,False,False
OP746431.1,True,False,False,False
OP746432.1,True,False,False,False
OP746433.1,True,False,False,False
OP746434.1,True,False,False,False
OP746435.1,True,False,False,False
OP746436.1,True,False,False,False
OP746437.1,True,False,False,False
OP746438.1,True,False,False,False
OP746439.1,True,False,False,False
OP746440.1,True,False,False,False
OP746441.1,True,False,False,False
OP746442.1,True,False,False,False
OP746443.1,True,False,False,False
OP746444.1,True,False,False,False
OP746445.1,True,False,False,False
OP746446.1,True,False,False,False
OP746447.1,True,False,False,False
OP746448.1,True,False,False,False
OP746449.1,True,False,False,False
OP746450.1,True,False,False,False
OP746451.1,True,False,False,False
OP746452.1,True,False,False,False
OP746453.1,True,False,False,False
OP746454.1,True,False,False,False
OP746455.1,True,False,False,False
OP746456.1,True,False,False,False
OP746457.1,True,False,False,False
OP746458.1,True,False,False,False
OP746459.1,True,False,False,False
OP746460.1,True,False,False,False
OP746461.1,True,False,False,False
OP746462.1,True,False,False,False
OP746463.1,True,False,False,False
OP746464.1,True,False,False,False
OP746465.1,True,False,False,False
OP746466.1,True,False,False,False
OP746467.1,True,False,False,False
OP746468.1,True,False,False,False
OP746469.1,True,False,False,False
OP746470.1,True,False,False,False
OP746471.1,True,False,False,False
OP746472.1,True,False,False,False
OP746473.1,True,False,False,False
OP746474.1,True,False,False,False
OP746475.1,True,False,False,False
OP746476.1,True,False,False,False
OP746477.1,True,False,False,False
OP746478.1,True,False,False,False
OP746479.1,True,False,False,False
OP746480.1,True,False,False,False
OP746481.1,True,False,False,False
OP746482.1,True,False,False,False
OP746483.1,True,False,False,False
OP746484.1,True,False,False,False
OP746485.1,True,False,False,False
OP746486.1,True,False,False,False
OP746487.1,True,False,False,False
OP746488.1,True,False,False,False
OP746489.1,True,False,False,False
OP746490.1,True,False,False,False
OP746491.1,True,False,False,False
OP746492.1,True,False,False,False
OP746493.1,True,False,False,False
OP746494.1,True,False,False,False
OP746495.1,True,False,False,False
OP746496.1,True,False,False,False
OP746497.1,True,False,False,False
OP746498.1,True,False,False,False
OP746499.1,True,False,False,False
OP746500.1,True,False,False,False
OP746501.1,True,False,False,False
OP746502.1,True,False,False,False
OP746503.1,True,False,False,False
OP746504.1,True,False,False,False
OP746505.1,True,False,False,False
OP746506.1,True,False,False,False
OP746507.1,True,False,False,False
OP746508.1,True,False,False,False
OP746509.1,True,False,False,False
OP746510.1,True,False,False,False
OP746511.1,True,False,False,False
OP746512.1,True,False,False,False
OP746513.1,True,False,False,False
OP746514.1,True,False,False,False
OP746515.1,True,False,False,False
OP746516.1,True,False,False,False
OP746517.1,True,False,False,False
OP746518.1,True,False,False,False
OP746519.1,True,False,False,False
OP746520.1,True,False,False,False
OP746521.1,True,False,False,False
OP746522.1,True,False,False,False
OP746523.1,True,False,False,False
OP746524.1,True,False,False,False
OP746525.1,True,False,False,False
OP746526.1,True,False,False,False
OP746527.1,True,False,False,False
OP746528.1,True,False,False,False
OP746529.1,True,False,False,False
OP746530.1,True,False,False,False
OP746531.1,True,False,False,False
OP746532.1,True,False,False,False
OP746533.1,True,False,False,False
OP746534.1,True,False,False,False
OP746535.1,True,False,False,False
OP746536.1,True,False,False,False
OP746537.1,True,False,False,False
OP746538.1,True,False,False,False
OP746539.1,True,False,False,False
OP746540.1,True,False,False,False
OP746541.1,True,False,False,False
OP746542.1,True,False,False,False
OP746543.1,True,False,False,False
OP746544.1,True,False,False,False
OP746545.1,True,False,False,False
OP746546.1,True,False,False,False
OP746547.1,True,False,False,False
OP746548.1,True,False,False,False
OP746549.1,True,False,False,False
OP746550.1,True,False,False,False
OP746551.1,True,False,False,False
OP746552.1,True,False,False,False
OP746553.1,True,False,False,False
OP746554.1,True,False,False,False
OP746555.1,True,False,False,False
OP746556.1,True,False,False,False
OP746557.1,True,False,False,False
OP746558.1,True,False,False,False
OP746559.1,True,False,False,False
OP746560.1,True,False,False,False
OP746561.1,True,False,False,False
OP746562.1,True,False,False,False
OP746563.1,True,False,False,False
OP746564.1,True,False,False,False
OP746565.1,True,False,False,False
OP746566.1,True,False,False,False
OP746567.1,True,False,False,False
OP746568.1,True,False,False,False
OP746569.1,True,False,False,False
OP746570.1,True,False,False,False
OP746571.1,True,False,False,False
OP746572.1,True,False,False,False
OP746573.1,True,False,False,False
OP746574.1,True,False,False,False
OP746575.1,True,False,False,False
OP746576.1,True,False,False,False
OP746577.1,True,False,False,False
OP746578.1,True,False,False,False
OP746579.1,True,False,False,False
OP746580.1,True,False,False,False
OP746581.1,True,False,False,False
OP746582.1,True,False,False,False
OP746583.1,True,False,False,False
OP746584.1,True,False,False,False
OP746585.1,True,False,False,False
OP746586.1,True,False,False,False
OP746587.1,True,False,False,False
OP746588.1,True,False,False,False
OP746589.1,True,False,False,False
OP746590.1,True,False,False,False
OP746591.1,True,False,False,False
OP746592.1,True,False,False,False
OP746593.1,True,False,False,False
OP746594.1,True,False,False,False
OP746595.1,True,False,False,False
OP746596.1,True,False,False,False
OP746597.1,True,False,False,False
OP746598.1,True,False,False,False
OP746599.1,True,False,False,False
OP746600.1,True,False,False,False
OP746601.1,True,False,False,False
OP746602.1,True,False,False,False
OP746603.1,True,False,False,False
OP746604.1,True,False,False,False
OP746605.1,True,False,False,False
OP746606.1,True,False,False,False
OP746607.1,True,False,False,False
OP746608.1,True,False,False,False
OP746609.1,True,False,False,False
OP746610.1,True,False,False,False
OP746611.1,True,False,False,False
OP746612.1,True,False,False,False
OP746613.1,True,False,False,False
OP746614.1,True,False,False,False
OP746615.1,True,False,False,False
OP746616.1,True,False,False,False
OP746617.1,True,False,False,False
OP746618.1,True,False,False,False
OP746619.1,True,False,False,False
OP746620.1,True,False,False,False
OP746621.1,True,False,False,False
OP746622.1,True,False,False,False
OP746623.1,True,False,False,False
OP746624.1,True,False,False,False
OP746625.1,True,False,False,False
OP746626.1,True,False,False,False
OP746627.1,True,False,False,False
OP746628.1,True,False,False,False
OP746629.1,True,False,False,False
OP746630.1,True,False,False,False
OP746631.1,True,False,False,False
OP746632.1,True,False,False,False
OP746633.1,True,False,False,False
OP746634.1,True,False,False,False
OP746635.1,True,False,False,False
OP746636.1,True,False,False,False
OP746637.1,True,False,False,False
OP746638.1,True,False,False,False
OP746639.1,True,False,False,False
OP746640.1,True,False,False,False
OP746641.1,True,False,False,False
OP746642.1,True,False,False,False
OP746643.1,True,False,False,False
OP746644.1,True,False,False,False
OP746645.1,True,False,False,False
OP746646.1,True,False,False,False
OP746647.1,True,False,False,False
OP746648.1,True,False,False,False
OP746649.1,True,False,False,False
OP746650.1,True,False,False,False
OP746651.1,True,False,False,False
OP746652.1,True,False,False,False
OP746653.1,True,False,False,False
OP746654.1,True,False,False,False
OP746655.1,True,False,False,False
OP746656.1,True,False,False,False
OP746657.1,True,False,False,False
OP746658.1,True,False,False,False
OP746659.1,True,False,False,False
OP746660.1,True,False,False,False
OP746661.1,True,False,False,False
OP746662.1,True,False,False,False
OP746663.1,True,False,False,False
OP746664.1,True,False,False,False
OP746665.1,True,False,False,False
OP746666.1,True,False,False,False
OP746667.1,True,False,False,False
OP746668.1,True,False,False,False
OP746669.1,True,False,False,False
OP746670.1,True,False,False,False
OP746671.1,True,False,False,False
OP746672.1,True,False,False,False
OP746673.1,True,False,False,False
OP746674.1,True,False,False,False
OP746675.1,True,False,False,False
OP746676.1,True,False,False,False
OP746677.1,True,False,False,False
OP746678.1,True,False,False,False
OP746679.1,True,False,False,False
OP746680.1,True,False,False,False
OP746681.1,True,False,False,False
OP746682.1,True,False,False,False
OP746683.1,True,False,False,False
OP746684.1,True,False,False,False
OP746685.1,True,False,False,False
OP746686.1,True,False,False,False
OP746687.1,True,False,False,False
OP746688.1,True,False,False,False
OP746689.1,True,False,False,False
OP746690.1,True,False,False,False
OP746691.1,True,False,False,False
OP746692.1,True,False,False,False
OP746693.1,True,False,False,False
OP746694.1,True,False,False,False
OP746695.1,True,False,False,False
OP746696.1,True,False,False,False
OP746697.1,True,False,False,False
OP746698.1,True,False,False,False
OP746699.1,True,False,False,False
OP746700.1,True,False,False,False
OP746701.1,True,False,False,False
OP746702.1,True,False,False,False
OP746703.1,True,False,False,False
OP746704.1,True,False,False,False
OP746705.1,True,False,False,False
OP746706.1,True,False,False,False
OP746707.1,True,False,False,False
OP746708.1,True,False,False,False
OP746709.1,True,False,False,False
OP746710.1,True,False,False,False
OP746711.1,True,False,False,False
OP746712.1,True,False,False,False
OP746713.1,True,False,False,False
OP746714.1,True,False,False,False
OP746715.1,True,False,False,False
OP746716.1,True,False,False,False
OP746717.1,True,False,False,False
OP746718.1,True,False,False,False
OP746719.1,True,False,False,False
OP746720.1,True,False,False,False
OP746721.1,True,False,False,False
OP746722.1,True,False,False,False
OP746723.1,True,False,False,False
OP746724.1,True,False,False,False
OP746725.1,True,False,False,False
OP746726.1,True,False,False,False
OP746727.1,True,False,False,False
OP746728.1,True,False,False,False
OP746729.1,True,False,False,False
OP746730.1,True,False,False,False
OP746731.1,True,False,False,False
OP746732.1,True,False,False,False
OP746733.1,True,False,False,False
OP746734.1,True,False,False,False
OP746735.1,True,False,False,False
OP746736.1,True,False,False,False
OP746737.1,True,False,False,False
OP746738.1,True,False,False,False
OP746739.1,True,False,False,False
OP746740.1,True,False,False,False
OP746741.1,True,False,False,False
OP746742.1,True,False,False,False
OP746743.1,True,False,False,False
OP746744.1,True,False,False,False
OP746745.1,True,False,False,False
OP746746.1,True,False,False,False
OP746747.1,True,False,False,False
OP746748.1,True,False,False,False
OP746749.1,True,False,False,False
OP746750.1,True,False,False,False
OP746751.1,True,False,False,False
OP746752.1,True,False,False,False
OP746753.1,True,False,False,False
OP746754.1,True,False,False,False
OP746755.1,True,False,False,False
OP746756.1,True,False,False,False
OP746757.1,True,False,False,False
OP746758.1,True,False,False,False
OP746759.1,True,False,False,False
OP746760.1,True,False,False,False
OP746761.1,True,False,False,False
OP746762.1,True,False,False,False
OP746763.1,True,False,False,False
OP746764.1,True,False,False,False
OP746765.1,True,False,False,False
OP746766.1,True,False,False,False
OP746767.1,True,False,False,False
OP746768.1,True,False,False,False
OP746769.1,True,False,False,False
OP746770.1,True,False,False,False
OP746771.1,True,False,False,False
OP746772.1,True,False,False,False
OP746773.1,True,False,False,False
OP746774.1,True,False,False,False
OP746775.1,True,False,False,False
OP746776.1,True,False,False,False
OP746777.1,True,False,False,False
OP746778.1,True,False,False,False
OP746779.1,True,False,False,False
OP746780.1,True,False,False,False
OP746781.1,True,False,False,False
OP746782.1,True,False,False,False
OP746783.1,True,False,False,False
OP746784.1,True,False,False,False
OP746785.1,True,False,False,False
OP746786.1,True,False,False,False
OP746787.1,True,False,False,False
OP746788.1,True,False,False,False
OP746789.1,True,False,False,False
OP746790.1,True,False,False,False
OP746791.1,True,False,False,False
OP746792.1,True,False,False,False
OP746793.1,True,False,False,False
OP746794.1,True,False,False,False
OP746795.1,True,False,False,False
OP746796.1,True,False,False,False
OP746797.1,True,False,False,False
OP746798.1,True,False,False,False
OP746799.1,True,False,False,False
OP746800.1,True,False,False,False
OP746801.1,True,False,False,False
OP746802.1,True,False,False,False
OP746803.1,True,False,False,False
OP746804.1,True,False,False,False
OP746805.1,True,False,False,False
OP746806.1,True,False,False,False
OP746807.1,True,False,False,False
OP746808.1,True,False,False,False
OP746809.1,True,False,False,False
OP746810.1,True,False,False,False
OP746811.1,True,False,False,False
OP746812.1,True,False,False,False
OP746813.1,True,False,False,False
OP746814.1,True,False,False,False
OP746815.1,True,False,False,False
OP746816.1,True,False,False,False
OP746817.1,True,False,False,False
OP746818.1,True,False,False,False
OP746819.1,True,False,False,False
OP746820.1,True,False,False,False
OP746821.1,True,False,False,False
OP746822.1,True,False,False,False
OP746823.1,True,False,False,False
OP746824.1,True,False,False,False
OP746825.1,True,False,False,False
OP746826.1,True,False,False,False
OP746827.1,True,False,False,False
OP746828.1,True,False,False,False
OP746829.1,True,False,False,False
OP746830.1,True,False,False,False
OP746831.1,True,False,False,False
OP746832.1,True,False,False,False
OP746833.1,True,False,False,False
OP746834.1,True,False,False,False
OP746835.1,True,False,False,False
OP746836.1,True,False,False,False
OP746837.1,True,False,False,False
OP746838.1,True,False,False,False
OP746839.1,True,False,False,False
OP746840.1,True,False,False,False
OP746841.1,True,False,False,False
OP746842.1,True,False,False,False
OP746843.1,True,False,False,False
OP746844.1,True,False,False,False
OP746845.1,True,False,False,False
OP746846.1,True,False,False,False
OP746847.1,True,False,False,False
OP746848.1,True,False,False,False
OP746849.1,True,False,False,False
OP746850.1,True,False,False,False
OP746851.1,True,False,False,False
OP746852.1,True,False,False,False
OP746853.1,True,False,False,False
OP746854.1,True,False,False,False
OP746855.1,True,False,False,False
OP746856.1,True,False,False,False
OP746857.1,True,False,False,False
OP746858.1,True,False,False,False
OP746859.1,True,False,False,False
OP746860.1,True,False,False,False
OP746861.1,True,False,False,False
OP746862.1,True,False,False,False
OP746863.1,True,False,False,False
OP746864.1,True,False,False,False
OP746865.1,True,False,False,False
OP746866.1,True,False,False,False
OP746867.1,True,False,False,False
OP746868.1,True,False,False,False
OP746869.1,True,False,False,False
OP746870.1,True,False,False,False
OP746871.1,True,False,False,False
OP746872.1,True,False,False,False
OP746873.1,True,False,False,False
OP746874.1,True,False,False,False
OP746875.1,True,False,False,False
OP746876.1,True,False,False,False
OP746877.1,True,False,False,False
OP746878.1,True,False,False,False
OP746879.1,True,False,False,False
OP746880.1,True,False,False,False
OP746881.1,True,False,False,False
OP746882.1,True,False,False,False
OP746883.1,True,False,False,False
OP746884.1,True,False,False,False
OP746885.1,True,False,False,False
OP746886.1,True,False,False,False
OP746887.1,True,False,False,False
OP746888.1,True,False,False,False
OP746889.1,True,False,False,False
OP746890.1,True,False,False,False
OP746891.1,True,False,False,False
OP746892.1,True,False,False,False
OP746893.1,True,False,False,False
OP746894.1,True,False,False,False
OP746895.1,True,False,False,False
OP746896.1,True,False,False,False
OP746897.1,True,False,False,False
OP746898.1,True,False,False,False
OP746899.1,True,False,False,False
OP746900.1,True,False,False,False
OP746901.1,True,False,False,False
OP746902.1,True,False,False,False
OP746903.1,True,False,False,False
OP746904.1,True,False,False,False
OP746905.1,True,False,False,False
OP746906.1,True,False,False,False
OP746907.1,True,False,False,False
OP746908.1,True,False,False,False
OP746909.1,True,False,False,False
OP746910.1,True,False,False,False
OP746911.1,True,False,False,False
OP746912.1,True,False,False,False
OP746913.1,True,False,False,False
OP746914.1,True,False,False,False
OP746915.1,True,False,False,False
OP746916.1,True,False,False,False
OP746917.1,True,False,False,False
OP746918.1,True,False,False,False
OP746919.1,True,False,False,False
OP746920.1,True,False,False,False
OP746921.1,True,False,False,False
OP746922.1,True,False,False,False
OP746923.1,True,False,False,False
OP746924.1,True,False,False,False
OP746925.1,True,False,False,False
OP746926.1,True,False,False,False
OP746927.1,True,False,False,False
OP746928.1,True,False,False,False
OP746929.1,True,False,False,False
OP746930.1,True,False,False,False
OP746931.1,True,False,False,False
OP746932.1,True,False,False,False
OP746933.1,True,False,False,False
OP746934.1,True,False,False,False
OP746935.1,True,False,False,False
OP746936.1,True,False,False,False
OP746937.1,True,False,False,False
OP746938.1,True,False,False,False
OP746939.1,True,False,False,False
OP746940.1,True,False,False,False
OP746941.1,True,False,False,False
OP746942.1,True,False,False,False
OP746943.1,True,False,False,False
OP746944.1,True,False,False,False
OP746945.1,True,False,False,False
OP746946.1,True,False,False,False
OP746947.1,True,False,False,False
OP746948.1,True,False,False,False
OP746949.1,True,False,False,False
OP746950.1,True,False,False,False
OP746951.1,True,False,False,False
OP746952.1,True,False,False,False
OP746953.1,True,False,False,False
